TMSim_D,TMSim_H,,FSCA_Year,FSCA_D,FSCA_H,,Uconn_D,U-Conn_H,BCI_D,BCI_H,WES_D,WES_H,UF_D,UF_H
2857,4.252,,,,,,,,,,,,,
2858,4.252,,,,,,,,,,,,,
2859,4.252,,,,,,,,,,,,,
2860,4.252,,,,,,,,,,,,,
2861,4.252,,,,,,,,,,,,,
2862,4.252,,,,,,,,,,,,,
2863,4.251,,,,,,,,,,,,,
2864,4.251,,,,,,,,,,,,,
2865,4.251,,,,,,,,,,,,,
2866,4.251,,,,,,,,,,,,,
2867,4.251,,,,,,,,,,,,,
2868,4.251,,,,,,,,,,,,,
2869,4.25,,,,,,,,,,,,,
2870,4.25,,,,,,,,,,,,,
2871,4.25,,,,,,,,,,,,,
2872,4.25,,,,,,,,,,,,,
2873,4.25,,,,,,,,,,,,,
2874,4.25,,,,,,,,,,,,,
2875,4.249,,,,,,,,,,,,,
2876,4.249,,,,,,,,,,,,,
2877,4.249,,,,,,,,,,,,,
2878,4.249,,,,,,,,,,,,,
2879,4.249,,,,,,,,,,,,,
2880,4.249,,,,,,,,,,,,,
2881,4.248,,,,,,,,,,,,,
2882,4.248,,,,,,,,,,,,,
2883,4.248,,,,,,,,,,,,,
2884,4.248,,,,,,,,,,,,,
2885,4.248,,,,,,,,,,,,,
2886,4.248,,,,,,,,,,,,,
2887,4.247,,,,,,,,,,,,,
2888,4.247,,,,,,,,,,,,,
2889,4.247,,,,,,,,,,,,,
2890,4.247,,,,,,,,,,,,,
2891,4.247,,,,,,,,,,,,,
2892,4.247,,,,,,,,,,,,,
2893,4.246,,,,,,,,,,,,,
2894,4.246,,,,,,,,,,,,,
2895,4.246,,,,,,,,,,,,,
2896,4.246,,,,,,,,,,,,,
2897,4.246,,,,,,,,,,,,,
2898,4.246,,,,,,,,,,,,,
2899,4.245,,,,,,,,,,,,,
2900,4.245,,,,,,,,,,,,,
2901,4.245,,,,,,,,,,,,,
2902,4.245,,,,,,,,,,,,,
2903,4.245,,,,,,,,,,,,,
2904,4.245,,,,,,,,,,,,,
2905,4.244,,,,,,,,,,,,,
2906,4.244,,,,,,,,,,,,,
2907,4.244,,,,,,,,,,,,,
2908,4.244,,,,,,,,,,,,,
2909,4.244,,,,,,,,,,,,,
2910,4.244,,,,,,,,,,,,,
2911,4.243,,,,,,,,,,,,,
2912,4.243,,,,,,,,,,,,,
2913,4.243,,,,,,,,,,,,,
2914,4.243,,,,,,,,,,,,,
2915,4.243,,,,,,,,,,,,,
2916,4.243,,,,,,,,,,,,,
2917,4.242,,,,,,,,,,,,,
2918,4.242,,,,,,,,,,,,,
2919,4.242,,,,,,,,,,,,,
2920,4.242,,,,,,,,,,,,,
2921,4.242,,,,,,,,,,,,,
2922,4.242,,,,,,,,,,,,,
2923,4.241,,,,,,,,,,,,,
2924,4.241,,,,,,,,,,,,,
2925,4.241,,,,,,,,,,,,,
2926,4.241,,,,,,,,,,,,,
2927,4.241,,,,,,,,,,,,,
2928,4.241,,,,,,,,,,,,,
2929,4.241,,,,,,,,,,,,,
2930,4.24,,,,,,,,,,,,,
2931,4.24,,,,,,,,,,,,,
2932,4.24,,,,,,,,,,,,,
2933,4.24,,,,,,,,,,,,,
2934,4.24,,,,,,,,,,,,,
2935,4.24,,,,,,,,,,,,,
2936,4.239,,,,,,,,,,,,,
2937,4.239,,,,,,,,,,,,,
2938,4.239,,,,,,,,,,,,,
2939,4.239,,,,,,,,,,,,,
2940,4.239,,,,,,,,,,,,,
2941,4.239,,,,,,,,,,,,,
2942,4.238,,,,,,,,,,,,,
2943,4.238,,,,,,,,,,,,,
2944,4.238,,,,,,,,,,,,,
2945,4.238,,,,,,,,,,,,,
2946,4.238,,,,,,,,,,,,,
2947,4.238,,,,,,,,,,,,,
2948,4.237,,,,,,,,,,,,,
2949,4.237,,,,,,,,,,,,,
2950,4.237,,,,,,,,,,,,,
2951,4.237,,,,,,,,,,,,,
2952,4.237,,,,,,,,,,,,,
2953,4.237,,,,,,,,,,,,,
2954,4.237,,,,,,,,,,,,,
2955,4.236,,,,,,,,,,,,,
2956,4.236,,,,,,,,,,,,,
2957,4.236,,,,,,,,,,,,,
2958,4.236,,,,,,,,,,,,,
2959,4.236,,,,,,,,,,,,,
2960,4.236,,,,,,,,,,,,,
2961,4.235,,,,,,,,,,,,,
2962,4.235,,,,,,,,,,,,,
2963,4.235,,,,,,,,,,,,,
2964,4.235,,,,,,,,,,,,,
2965,4.235,,,,,,,,,,,,,
2966,4.235,,,,,,,,,,,,,
2967,4.234,,,,,,,,,,,,,
2968,4.234,,,,,,,,,,,,,
2969,4.234,,,,,,,,,,,,,
2970,4.234,,,,,,,,,,,,,
2971,4.234,,,,,,,,,,,,,
2972,4.234,,,,,,,,,,,,,
2973,4.234,,,,,,,,,,,,,
2974,4.233,,,,,,,,,,,,,
2975,4.233,,,,,,,,,,,,,
2976,4.233,,,,,,,,,,,,,
2977,4.233,,,,,,,,,,,,,
2978,4.233,,,,,,,,,,,,,
2979,4.233,,,,,,,,,,,,,
2980,4.232,,,,,,,,,,,,,
2981,4.232,,,,,,,,,,,,,
2982,4.232,,,,,,,,,,,,,
2983,4.232,,,,,,,,,,,,,
2984,4.232,,,,,,,,,,,,,
2985,4.232,,,,,,,,,,,,,
2986,4.231,,,,,,,,,,,,,
2987,4.231,,,,,,,,,,,,,
2988,4.231,,,,,,,,,,,,,
2989,4.231,,,,,,,,,,,,,
2990,4.231,,,,,,,,,,,,,
2991,4.231,,,,,,,,,,,,,
2992,4.231,,,,,,,,,,,,,
2993,4.23,,,,,,,,,,,,,
2994,4.23,,,,,,,,,,,,,
2995,4.23,,,,,,,,,,,,,
2996,4.23,,,,,,,,,,,,,
2997,4.23,,,,,,,,,,,,,
2998,4.23,,,,,,,,,,,,,
2999,4.229,,,,,,,,,,,,,
3000,4.229,,,,,,,,,,,,,
3001,4.229,,,,,,,,,,,,,
3002,4.229,,,,,,,,,,,,,
3003,4.229,,,,,,,,,,,,,
3004,4.229,,,,,,,,,,,,,
3005,4.229,,,,,,,,,,,,,
3006,4.228,,,,,,,,,,,,,
3007,4.228,,,,,,,,,,,,,
3008,4.228,,,,,,,,,,,,,
3009,4.228,,,,,,,,,,,,,
3010,4.228,,,,,,,,,,,,,
3011,4.228,,,,,,,,,,,,,
3012,4.228,,,,,,,,,,,,,
3013,4.227,,,,,,,,,,,,,
3014,4.227,,,,,,,,,,,,,
3015,4.227,,,,,,,,,,,,,
3016,4.227,,,,,,,,,,,,,
3017,4.227,,,,,,,,,,,,,
3018,4.227,,,,,,,,,,,,,
3019,4.226,,,,,,,,,,,,,
3020,4.226,,,,,,,,,,,,,
3021,4.226,,,,,,,,,,,,,
3022,4.226,,,,,,,,,,,,,
3023,4.226,,,,,,,,,,,,,
3024,4.226,,,,,,,,,,,,,
3025,4.226,,,,,,,,,,,,,
3026,4.225,,,,,,,,,,,,,
3027,4.225,,,,,,,,,,,,,
3028,4.225,,,,,,,,,,,,,
3029,4.225,,,,,,,,,,,,,
3030,4.225,,,,,,,,,,,,,
3031,4.225,,,,,,,,,,,,,
3032,4.224,,,,,,,,,,,,,
3033,4.224,,,,,,,,,,,,,
3034,4.224,,,,,,,,,,,,,
3035,4.224,,,,,,,,,,,,,
3036,4.224,,,,,,,,,,,,,
3037,4.224,,,,,,,,,,,,,
3038,4.224,,,,,,,,,,,,,
3039,4.223,,,,,,,,,,,,,
3040,4.223,,,,,,,,,,,,,
3041,4.223,,,,,,,,,,,,,
3042,4.223,,,,,,,,,,,,,
3043,4.223,,,,,,,,,,,,,
3044,4.223,,,,,,,,,,,,,
3045,4.223,,,,,,,,,,,,,
3046,4.222,,,,,,,,,,,,,
3047,4.222,,,,,,,,,,,,,
3048,4.222,,,,,,,,,,,,,
3049,4.222,,,,,,,,,,,,,
3050,4.222,,,,,,,,,,,,,
3051,4.222,,,,,,,,,,,,,
3052,4.222,,,,,,,,,,,,,
3053,4.221,,,,,,,,,,,,,
3054,4.221,,,,,,,,,,,,,
3055,4.221,,,,,,,,,,,,,
3056,4.221,,,,,,,,,,,,,
3057,4.221,,,,,,,,,,,,,
3058,4.221,,,,,,,,,,,,,
3059,4.22,,,,,,,,,,,,,
3060,4.22,,,,,,,,,,,,,
3061,4.22,,,,,,,,,,,,,
3062,4.22,,,,,,,,,,,,,
3063,4.22,,,,,,,,,,,,,
3064,4.22,,,,,,,,,,,,,
3065,4.22,,,,,,,,,,,,,
3066,4.219,,,,,,,,,,,,,
3067,4.219,,,,,,,,,,,,,
3068,4.219,,,,,,,,,,,,,
3069,4.219,,,,,,,,,,,,,
3070,4.219,,,,,,,,,,,,,
3071,4.219,,,,,,,,,,,,,
3072,4.219,,,,,,,,,,,,,
3073,4.218,,,,,,,,,,,,,
3074,4.218,,,,,,,,,,,,,
3075,4.218,,,,,,,,,,,,,
3076,4.218,,,,,,,,,,,,,
3077,4.218,,,,,,,,,,,,,
3078,4.218,,,,,,,,,,,,,
3079,4.218,,,,,,,,,,,,,
3080,4.217,,,,,,,,,,,,,
3081,4.217,,,,,,,,,,,,,
3082,4.217,,,,,,,,,,,,,
3083,4.217,,,,,,,,,,,,,
3084,4.217,,,,,,,,,,,,,
3085,4.217,,,,,,,,,,,,,
3086,4.217,,,,,,,,,,,,,
3087,4.216,,,,,,,,,,,,,
3088,4.216,,,,,,,,,,,,,
3089,4.216,,,,,,,,,,,,,
3090,4.216,,,,,,,,,,,,,
3091,4.216,,,,,,,,,,,,,
3092,4.216,,,,,,,,,,,,,
3093,4.216,,,,,,,,,,,,,
3094,4.215,,,,,,,,,,,,,
3095,4.215,,,,,,,,,,,,,
3096,4.215,,,,,,,,,,,,,
3097,4.215,,,,,,,,,,,,,
3098,4.215,,,,,,,,,,,,,
3099,4.215,,,,,,,,,,,,,
3100,4.215,,,,,,,,,,,,,
3101,4.214,,,,,,,,,,,,,
3102,4.214,,,,,,,,,,,,,
3103,4.214,,,,,,,,,,,,,
3104,4.214,,,,,,,,,,,,,
3105,4.214,,,,,,,,,,,,,
3106,4.214,,,,,,,,,,,,,
3107,4.214,,,,,,,,,,,,,
3108,4.213,,,,,,,,,,,,,
3109,4.213,,,,,,,,,,,,,
3110,4.213,,,,,,,,,,,,,
3111,4.213,,,,,,,,,,,,,
3112,4.213,,,,,,,,,,,,,
3113,4.213,,,,,,,,,,,,,
3114,4.213,,,,,,,,,,,,,
3115,4.212,,,,,,,,,,,,,
3116,4.212,,,,,,,,,,,,,
3117,4.212,,,,,,,,,,,,,
3118,4.212,,,,,,,,,,,,,
3119,4.212,,,,,,,,,,,,,
3120,4.212,,,,,,,,,,,,,
3121,4.212,,,,,,,,,,,,,
3122,4.211,,,,,,,,,,,,,
3123,4.211,,,,,,,,,,,,,
3124,4.211,,,,,,,,,,,,,
3125,4.211,,,,,,,,,,,,,
3126,4.211,,,,,,,,,,,,,
3127,4.211,,,,,,,,,,,,,
3128,4.211,,,,,,,,,,,,,
3129,4.21,,,,,,,,,,,,,
3130,4.21,,,,,,,,,,,,,
3131,4.21,,,,,,,,,,,,,
3132,4.21,,,,,,,,,,,,,
3133,4.21,,,,,,,,,,,,,
3134,4.21,,,,,,,,,,,,,
3135,4.21,,,,,,,,,,,,,
3136,4.21,,,,,,,,,,,,,
3137,4.209,,,,,,,,,,,,,
3138,4.209,,,,,,,,,,,,,
3139,4.209,,,,,,,,,,,,,
3140,4.209,,,,,,,,,,,,,
3141,4.209,,,,,,,,,,,,,
3142,4.209,,,,,,,,,,,,,
3143,4.209,,,,,,,,,,,,,
3144,4.208,,,,,,,,,,,,,
3145,4.208,,,,,,,,,,,,,
3146,4.208,,,,,,,,,,,,,
3147,4.208,,,,,,,,,,,,,
3148,4.208,,,,,,,,,,,,,
3149,4.208,,,,,,,,,,,,,
3150,4.208,,,,,,,,,,,,,
3151,4.207,,,,,,,,,,,,,
3152,4.207,,,,,,,,,,,,,
3153,4.207,,,,,,,,,,,,,
3154,4.207,,,,,,,,,,,,,
3155,4.207,,,,,,,,,,,,,
3156,4.207,,,,,,,,,,,,,
3157,4.207,,,,,,,,,,,,,
3158,4.206,,,,,,,,,,,,,
3159,4.206,,,,,,,,,,,,,
3160,4.206,,,,,,,,,,,,,
3161,4.206,,,,,,,,,,,,,
3162,4.206,,,,,,,,,,,,,
3163,4.206,,,,,,,,,,,,,
3164,4.206,,,,,,,,,,,,,
3165,4.206,,,,,,,,,,,,,
3166,4.205,,,,,,,,,,,,,
3167,4.205,,,,,,,,,,,,,
3168,4.205,,,,,,,,,,,,,
3169,4.205,,,,,,,,,,,,,
3170,4.205,,,,,,,,,,,,,
3171,4.205,,,,,,,,,,,,,
3172,4.205,,,,,,,,,,,,,
3173,4.204,,,,,,,,,,,,,
3174,4.204,,,,,,,,,,,,,
3175,4.204,,,,,,,,,,,,,
3176,4.204,,,,,,,,,,,,,
3177,4.204,,,,,,,,,,,,,
3178,4.204,,,,,,,,,,,,,
3179,4.204,,,,,,,,,,,,,
3180,4.203,,,,,,,,,,,,,
3181,4.203,,,,,,,,,,,,,
3182,4.203,,,,,,,,,,,,,
3183,4.203,,,,,,,,,,,,,
3184,4.203,,,,,,,,,,,,,
3185,4.203,,,,,,,,,,,,,
3186,4.203,,,,,,,,,,,,,
3187,4.203,,,,,,,,,,,,,
3188,4.202,,,,,,,,,,,,,
3189,4.202,,,,,,,,,,,,,
3190,4.202,,,,,,,,,,,,,
3191,4.202,,,,,,,,,,,,,
3192,4.202,,,,,,,,,,,,,
3193,4.202,,,,,,,,,,,,,
3194,4.202,,,,,,,,,,,,,
3195,4.201,,,,,,,,,,,,,
3196,4.201,,,,,,,,,,,,,
3197,4.201,,,,,,,,,,,,,
3198,4.201,,,,,,,,,,,,,
3199,4.201,,,,,,,,,,,,,
3200,4.201,,,,,,,,,,,,,
3201,4.201,,,,,,,,,,,,,
3202,4.201,,,,,,,,,,,,,
3203,4.2,,,,,,,,,,,,,
3204,4.2,,,,,,,,,,,,,
3205,4.2,,,,,,,,,,,,,
3206,4.2,,,,,,,,,,,,,
3207,4.2,,,,,,,,,,,,,
3208,4.2,,,,,,,,,,,,,
3209,4.2,,,,,,,,,,,,,
3210,4.2,,,,,,,,,,,,,
3211,4.199,,,,,,,,,,,,,
3212,4.199,,,,,,,,,,,,,
3213,4.199,,,,,,,,,,,,,
3214,4.199,,,,,,,,,,,,,
3215,4.199,,,,,,,,,,,,,
3216,4.199,,,,,,,,,,,,,
3217,4.199,,,,,,,,,,,,,
3218,4.198,,,,,,,,,,,,,
3219,4.198,,,,,,,,,,,,,
3220,4.198,,,,,,,,,,,,,
3221,4.198,,,,,,,,,,,,,
3222,4.198,,,,,,,,,,,,,
3223,4.198,,,,,,,,,,,,,
3224,4.198,,,,,,,,,,,,,
3225,4.198,,,,,,,,,,,,,
3226,4.197,,,,,,,,,,,,,
3227,4.197,,,,,,,,,,,,,
3228,4.197,,,,,,,,,,,,,
3229,4.197,,,,,,,,,,,,,
3230,4.197,,,,,,,,,,,,,
3231,4.197,,,,,,,,,,,,,
3232,4.197,,,,,,,,,,,,,
3233,4.197,,,,,,,,,,,,,
3234,4.196,,,,,,,,,,,,,
3235,4.196,,,,,,,,,,,,,
3236,4.196,,,,,,,,,,,,,
3237,4.196,,,,,,,,,,,,,
3238,4.196,,,,,,,,,,,,,
3239,4.196,,,,,,,,,,,,,
3240,4.196,,,,,,,,,,,,,
3241,4.195,,,,,,,,,,,,,
3242,4.195,,,,,,,,,,,,,
3243,4.195,,,,,,,,,,,,,
3244,4.195,,,,,,,,,,,,,
3245,4.195,,,,,,,,,,,,,
3246,4.195,,,,,,,,,,,,,
3247,4.195,,,,,,,,,,,,,
3248,4.195,,,,,,,,,,,,,
3249,4.194,,,,,,,,,,,,,
3250,4.194,,,,,,,,,,,,,
3251,4.194,,,,,,,,,,,,,
3252,4.194,,,,,,,,,,,,,
3253,4.194,,,,,,,,,,,,,
3254,4.194,,,,,,,,,,,,,
3255,4.194,,,,,,,,,,,,,
3256,4.194,,,,,,,,,,,,,
3257,4.193,,,,,,,,,,,,,
3258,4.193,,,,,,,,,,,,,
3259,4.193,,,,,,,,,,,,,
3260,4.193,,,,,,,,,,,,,
3261,4.193,,,,,,,,,,,,,
3262,4.193,,,,,,,,,,,,,
3263,4.193,,,,,,,,,,,,,
3264,4.193,,,,,,,,,,,,,
3265,4.192,,,,,,,,,,,,,
3266,4.192,,,,,,,,,,,,,
3267,4.192,,,,,,,,,,,,,
3268,4.192,,,,,,,,,,,,,
3269,4.192,,,,,,,,,,,,,
3270,4.192,,,,,,,,,,,,,
3271,4.192,,,,,,,,,,,,,
3272,4.192,,,,,,,,,,,,,
3273,4.191,,,,,,,,,,,,,
3274,4.191,,,,,,,,,,,,,
3275,4.191,,,,,,,,,,,,,
3276,4.191,,,,,,,,,,,,,
3277,4.191,,,,,,,,,,,,,
3278,4.191,,,,,,,,,,,,,
3279,4.191,,,,,,,,,,,,,
3280,4.191,,,,,,,,,,,,,
3281,4.19,,,,,,,,,,,,,
3282,4.19,,,,,,,,,,,,,
3283,4.19,,,,,,,,,,,,,
3284,4.19,,,,,,,,,,,,,
3285,4.19,,,,,,,,,,,,,
3286,4.19,,,,,,,,,,,,,
3287,4.19,,,,,,,,,,,,,
3288,4.19,,,,,,,,,,,,,
3289,4.189,,,,,,,,,,,,,
3290,4.189,,,,,,,,,,,,,
3291,4.189,,,,,,,,,,,,,
3292,4.189,,,,,,,,,,,,,
3293,4.189,,,,,,,,,,,,,
3294,4.189,,,,,,,,,,,,,
3295,4.189,,,,,,,,,,,,,
3296,4.189,,,,,,,,,,,,,
3297,4.188,,,,,,,,,,,,,
3298,4.188,,,,,,,,,,,,,
3299,4.188,,,,,,,,,,,,,
3300,4.188,,,,,,,,,,,,,
3301,4.188,,,,,,,,,,,,,
3302,4.188,,,,,,,,,,,,,
3303,4.188,,,,,,,,,,,,,
3304,4.188,,,,,,,,,,,,,
3305,4.187,,,,,,,,,,,,,
3306,4.187,,,,,,,,,,,,,
3307,4.187,,,,,,,,,,,,,
3308,4.187,,,,,,,,,,,,,
3309,4.187,,,,,,,,,,,,,
3310,4.187,,,,,,,,,,,,,
3311,4.187,,,,,,,,,,,,,
3312,4.187,,,,,,,,,,,,,
3313,4.186,,,,,,,,,,,,,
3314,4.186,,,,,,,,,,,,,
3315,4.186,,,,,,,,,,,,,
3316,4.186,,,,,,,,,,,,,
3317,4.186,,,,,,,,,,,,,
3318,4.186,,,,,,,,,,,,,
3319,4.186,,,,,,,,,,,,,
3320,4.186,,,,,,,,,,,,,
3321,4.185,,,,,,,,,,,,,
3322,4.185,,,,,,,,,,,,,
3323,4.185,,,,,,,,,,,,,
3324,4.185,,,,,,,,,,,,,
3325,4.185,,,,,,,,,,,,,
3326,4.185,,,,,,,,,,,,,
3327,4.185,,,,,,,,,,,,,
3328,4.185,,,,,,,,,,,,,
3329,4.185,,,,,,,,,,,,,
3330,4.184,,,,,,,,,,,,,
3331,4.184,,,,,,,,,,,,,
3332,4.184,,,,,,,,,,,,,
3333,4.184,,,,,,,,,,,,,
3334,4.184,,,,,,,,,,,,,
3335,4.184,,,,,,,,,,,,,
3336,4.184,,,,,,,,,,,,,
3337,4.184,,,,,,,,,,,,,
3338,4.183,,,,,,,,,,,,,
3339,4.183,,,,,,,,,,,,,
3340,4.183,,,,,,,,,,,,,
3341,4.183,,,,,,,,,,,,,
3342,4.183,,,,,,,,,,,,,
3343,4.183,,,,,,,,,,,,,
3344,4.183,,,,,,,,,,,,,
3345,4.183,,,,,,,,,,,,,
3346,4.182,,,,,,,,,,,,,
3347,4.182,,,,,,,,,,,,,
3348,4.182,,,,,,,,,,,,,
3349,4.182,,,,,,,,,,,,,
3350,4.182,,,,,,,,,,,,,
3351,4.182,,,,,,,,,,,,,
3352,4.182,,,,,,,,,,,,,
3353,4.182,,,,,,,,,,,,,
3354,4.182,,,,,,,,,,,,,
3355,4.181,,,,,,,,,,,,,
3356,4.181,,,,,,,,,,,,,
3357,4.181,,,,,,,,,,,,,
3358,4.181,,,,,,,,,,,,,
3359,4.181,,,,,,,,,,,,,
3360,4.181,,,,,,,,,,,,,
3361,4.181,,,,,,,,,,,,,
3362,4.181,,,,,,,,,,,,,
3363,4.18,,,,,,,,,,,,,
3364,4.18,,,,,,,,,,,,,
3365,4.18,,,,,,,,,,,,,
3366,4.18,,,,,,,,,,,,,
3367,4.18,,,,,,,,,,,,,
3368,4.18,,,,,,,,,,,,,
3369,4.18,,,,,,,,,,,,,
3370,4.18,,,,,,,,,,,,,
3371,4.18,,,,,,,,,,,,,
3372,4.179,,,,,,,,,,,,,
3373,4.179,,,,,,,,,,,,,
3374,4.179,,,,,,,,,,,,,
3375,4.179,,,,,,,,,,,,,
3376,4.179,,,,,,,,,,,,,
3377,4.179,,,,,,,,,,,,,
3378,4.179,,,,,,,,,,,,,
3379,4.179,,,,,,,,,,,,,
3380,4.178,,,,,,,,,,,,,
3381,4.178,,,,,,,,,,,,,
3382,4.178,,,,,,,,,,,,,
3383,4.178,,,,,,,,,,,,,
3384,4.178,,,,,,,,,,,,,
3385,4.178,,,,,,,,,,,,,
3386,4.178,,,,,,,,,,,,,
3387,4.178,,,,,,,,,,,,,
3388,4.178,,,,,,,,,,,,,
3389,4.177,,,,,,,,,,,,,
3390,4.177,,,,,,,,,,,,,
3391,4.177,,,,,,,,,,,,,
3392,4.177,,,,,,,,,,,,,
3393,4.177,,,,,,,,,,,,,
3394,4.177,,,,,,,,,,,,,
3395,4.177,,,,,,,,,,,,,
3396,4.177,,,,,,,,,,,,,
3397,4.176,,,,,,,,,,,,,
3398,4.176,,,,,,,,,,,,,
3399,4.176,,,,,,,,,,,,,
3400,4.176,,,,,,,,,,,,,
3401,4.176,,,,,,,,,,,,,
3402,4.176,,,,,,,,,,,,,
3403,4.176,,,,,,,,,,,,,
3404,4.176,,,,,,,,,,,,,
3405,4.176,,,,,,,,,,,,,
3406,4.175,,,,,,,,,,,,,
3407,4.175,,,,,,,,,,,,,
3408,4.175,,,,,,,,,,,,,
3409,4.175,,,,,,,,,,,,,
3410,4.175,,,,,,,,,,,,,
3411,4.175,,,,,,,,,,,,,
3412,4.175,,,,,,,,,,,,,
3413,4.175,,,,,,,,,,,,,
3414,4.175,,,,,,,,,,,,,
3415,4.174,,,,,,,,,,,,,
3416,4.174,,,,,,,,,,,,,
3417,4.174,,,,,,,,,,,,,
3418,4.174,,,,,,,,,,,,,
3419,4.174,,,,,,,,,,,,,
3420,4.174,,,,,,,,,,,,,
3421,4.174,,,,,,,,,,,,,
3422,4.174,,,,,,,,,,,,,
3423,4.174,,,,,,,,,,,,,
3424,4.173,,,,,,,,,,,,,
3425,4.173,,,,,,,,,,,,,
3426,4.173,,,,,,,,,,,,,
3427,4.173,,,,,,,,,,,,,
3428,4.173,,,,,,,,,,,,,
3429,4.173,,,,,,,,,,,,,
3430,4.173,,,,,,,,,,,,,
3431,4.173,,,,,,,,,,,,,
3432,4.173,,,,,,,,,,,,,
3433,4.172,,,,,,,,,,,,,
3434,4.172,,,,,,,,,,,,,
3435,4.172,,,,,,,,,,,,,
3436,4.172,,,,,,,,,,,,,
3437,4.172,,,,,,,,,,,,,
3438,4.172,,,,,,,,,,,,,
3439,4.172,,,,,,,,,,,,,
3440,4.172,,,,,,,,,,,,,
3441,4.172,,,,,,,,,,,,,
3442,4.171,,,,,,,,,,,,,
3443,4.171,,,,,,,,,,,,,
3444,4.171,,,,,,,,,,,,,
3445,4.171,,,,,,,,,,,,,
3446,4.171,,,,,,,,,,,,,
3447,4.171,,,,,,,,,,,,,
3448,4.171,,,,,,,,,,,,,
3449,4.171,,,,,,,,,,,,,
3450,4.171,,,,,,,,,,,,,
3451,4.17,,,,,,,,,,,,,
3452,4.17,,,,,,,,,,,,,
3453,4.17,,,,,,,,,,,,,
3454,4.17,,,,,,,,,,,,,
3455,4.17,,,,,,,,,,,,,
3456,4.17,,,,,,,,,,,,,
3457,4.17,,,,,,,,,,,,,
3458,4.17,,,,,,,,,,,,,
3459,4.17,,,,,,,,,,,,,
3460,4.169,,,,,,,,,,,,,
3461,4.169,,,,,,,,,,,,,
3462,4.169,,,,,,,,,,,,,
3463,4.169,,,,,,,,,,,,,
3464,4.169,,,,,,,,,,,,,
3465,4.169,,,,,,,,,,,,,
3466,4.169,,,,,,,,,,,,,
3467,4.169,,,,,,,,,,,,,
3468,4.169,,,,,,,,,,,,,
3469,4.168,,,,,,,,,,,,,
3470,4.168,,,,,,,,,,,,,
3471,4.168,,,,,,,,,,,,,
3472,4.168,,,,,,,,,,,,,
3473,4.168,,,,,,,,,,,,,
3474,4.168,,,,,,,,,,,,,
3475,4.168,,,,,,,,,,,,,
3476,4.168,,,,,,,,,,,,,
3477,4.168,,,,,,,,,,,,,
3478,4.167,,,,,,,,,,,,,
3479,4.167,,,,,,,,,,,,,
3480,4.167,,,,,,,,,,,,,
3481,4.167,,,,,,,,,,,,,
3482,4.167,,,,,,,,,,,,,
3483,4.167,,,,,,,,,,,,,
3484,4.167,,,,,,,,,,,,,
3485,4.167,,,,,,,,,,,,,
3486,4.167,,,,,,,,,,,,,
3487,4.166,,,,,,,,,,,,,
3488,4.166,,,,,,,,,,,,,
3489,4.166,,,,,,,,,,,,,
3490,4.166,,,,,,,,,,,,,
3491,4.166,,,,,,,,,,,,,
3492,4.166,,,,,,,,,,,,,
3493,4.166,,,,,,,,,,,,,
3494,4.166,,,,,,,,,,,,,
3495,4.166,,,,,,,,,,,,,
3496,4.165,,,,,,,,,,,,,
3497,4.165,,,,,,,,,,,,,
3498,4.165,,,,,,,,,,,,,
3499,4.165,,,,,,,,,,,,,
3500,4.165,,,,,,,,,,,,,
3501,4.165,,,,,,,,,,,,,
3502,4.165,,,,,,,,,,,,,
3503,4.165,,,,,,,,,,,,,
3504,4.165,,,,,,,,,,,,,
3505,4.165,,,,,,,,,,,,,
3506,4.164,,,,,,,,,,,,,
3507,4.164,,,,,,,,,,,,,
3508,4.164,,,,,,,,,,,,,
3509,4.164,,,,,,,,,,,,,
3510,4.164,,,,,,,,,,,,,
3511,4.164,,,,,,,,,,,,,
3512,4.164,,,,,,,,,,,,,
3513,4.164,,,,,,,,,,,,,
3514,4.164,,,,,,,,,,,,,
3515,4.163,,,,,,,,,,,,,
3516,4.163,,,,,,,,,,,,,
3517,4.163,,,,,,,,,,,,,
3518,4.163,,,,,,,,,,,,,
3519,4.163,,,,,,,,,,,,,
3520,4.163,,,,,,,,,,,,,
3521,4.163,,,,,,,,,,,,,
3522,4.163,,,,,,,,,,,,,
3523,4.163,,,,,,,,,,,,,
3524,4.163,,,,,,,,,,,,,
3525,4.162,,,,,,,,,,,,,
3526,4.162,,,,,,,,,,,,,
3527,4.162,,,,,,,,,,,,,
3528,4.162,,,,,,,,,,,,,
3529,4.162,,,,,,,,,,,,,
3530,4.162,,,,,,,,,,,,,
3531,4.162,,,,,,,,,,,,,
3532,4.162,,,,,,,,,,,,,
3533,4.162,,,,,,,,,,,,,
3534,4.161,,,,,,,,,,,,,
3535,4.161,,,,,,,,,,,,,
3536,4.161,,,,,,,,,,,,,
3537,4.161,,,,,,,,,,,,,
3538,4.161,,,,,,,,,,,,,
3539,4.161,,,,,,,,,,,,,
3540,4.161,,,,,,,,,,,,,
3541,4.161,,,,,,,,,,,,,
3542,4.161,,,,,,,,,,,,,
3543,4.161,,,,,,,,,,,,,
3544,4.16,,,,,,,,,,,,,
3545,4.16,,,,,,,,,,,,,
3546,4.16,,,,,,,,,,,,,
3547,4.16,,,,,,,,,,,,,
3548,4.16,,,,,,,,,,,,,
3549,4.16,,,,,,,,,,,,,
3550,4.16,,,,,,,,,,,,,
3551,4.16,,,,,,,,,,,,,
